address,areacode,endDate,mapx,mapy,readcount,sigungucode,startDate,title
경남 창원시 마산합포구 남성동 223-1,36,20190825,128.5773825051,35.2033753668,27359,16,20190823,마산 어시장축제 2019
경상남도 창원시 마산합포구 수산1길 74,36,20191110,128.5757382993,35.1998646204,371665,16,20191026,마산국화축제 2019
경상남도 창원시 마산합포구 만날고개2길 10-11,36,20190916,128.5515713524,35.1854991283,23137,16,20190914,마산만날제 2019
서울특별시 마포구 월드컵로 243-60,1,20191102,126.8984228484,37.5635948207,11447,13,20191102,마약퇴치기원 걷기대회 2019
서울특별시 중구 장충단로13길 20,1,20191020,127.0076821872,37.5687878415,2,24,20191018,마켓을 여행하다 2019
경기도 평택시 팽성읍 안정쇼핑로 15,31,20190525,127.0443042205,36.9597812375,24483,28,20190525,마토예술제 '컬러 & 캐리커쳐 파티' 2019
서울특별시 마포구 월드컵로 243-48,1,20191020,126.8979117904,37.5633642833,53013,13,20191018,마포나루 새우젓축제 2019
서울특별시 마포구 성산로 128,1,20190720,126.9084885998,37.5635061222,5311,13,20190720,마포동네책축제 '여름 책 열음' 2019
경상북도 경주시 알천북로 1,35,20191201,129.2067119536,35.8621295051,20347,2,20191129,만파식적제 2019
강원도 인제군 북면 만해로 91,32,20190814,128.3166085986,38.1862375638,11593,10,20190814,만해축전 2019
강원도 동해시 망상동 393-16,32,20190804,129.0897126053,37.5932657541,22804,3,20190802,망상해변 문화행사 2019
경기도 고양시 일산서구 킨텍스로 217-60,31,20190420,126.7457782594,37.6689215091,1823,2,20190418,매경 창업&프랜차이즈 쇼 2019
서울특별시 마포구 증산로 87,1,20191020,126.8950118577,37.5703467526,18626,13,20191019,메이커 페어 서울 2019
부산광역시 해운대구 좌동로 162,6,20191201,129.1820888976,35.1751785093,0,16,20191129,메콩바자: 수공예품과 디자인상품 2019
충청남도 당진시 면천면 면천서문1길 69,34,20190407,126.6670088811,36.8170771802,19215,4,20190406,면천 진달래민속축제 2019
전라남도 해남군 문내면 관광레저로 12-36,38,20190929,126.3116750901,34.5740849043,42085,23,20190927,명량대첩축제 2019
경기도 여주시 명성로 71,31,20191117,127.6561404952,37.2601909255,6124,20,20191117,명성황후숭모제 2019
서울특별시 강남구 영동대로 513,1,20190811,127.0591874466,37.5117592813,1144,1,20190808,명원세계차박람회 2019
강원도 강릉시 경강로2021번길 9-1,32,20190811,128.8897923899,37.7503881446,1999,1,20190807,명주인형극제 2019
부산광역시 강서구 신포길17번길 27,6,20190822,128.9316540824,35.1118559793,42041,1,20190820,명지 전어축제 2019
서울특별시 종로구 대학로8길 7,1,20190530,127.0029767101,37.5811335446,23662,23,20190516,모다페 2019
서울특별시 중구 세종대로 110,1,20190728,126.9783710306,37.5665986816,2182,24,20190726,모두의 시민청 2019
서울특별시 강남구 영동대로 513,1,20190908,127.0591874466,37.5117592813,909,1,20190906,모두투어 여행박람회 2019
서울특별시 종로구 세종대로 지하 172,1,20191019,126.9778738825,37.5656098983,5243,23,20191019,모두하나대축제 2019
대전광역시 서구 청사로 189,3,20191019,127.3849288483,36.3614254763,541,3,20191018,목재문화페스티벌 2019
전라남도 목포시 영산로75번길 5 근대역사문화공간,38,20191026,126.3842968662,34.7896785040,3054,8,20191026,목포 문화재야행 2019
전라남도 목포시 삼학로92번길 68,38,20191007,126.3922741039,34.7828349612,100980,8,20191004,목포항구축제 2019
전라남도 무안군 일로읍 백련로 333,38,20190728,126.5298267525,34.8601285157,119304,9,20190725,무안연꽃축제 2019
전라남도 무안군 해제면 용산길 140,38,20190616,126.3319661146,35.1038921844,23167,9,20190614,무안황토갯벌축제 2019
서울특별시 강남구 영동대로 513,1,20191231,127.0591874466,37.5117592813,23271,1,20191219,무역센터 겨울축제 '코엑스 윈터페스티벌' 2019
충청남도 보령시 웅천읍 열린바다2길 46,34,20191013,126.5370356477,36.2484264279,123231,5,20190921,무창포 신비의 바닷길 대하·전어 축제 2019
충청남도 보령시 웅천읍 열린바다2길 46,34,20190414,126.5379744963,36.2467238620,146243,5,20190316,무창포 신비의 바닷길 주꾸미·도다리 축제 2019
충청남도 보령시 웅천읍 열린바다1길 10,34,20190901,126.5363219057,36.2452490024,72163,5,20190830,무창포 신비의 바닷길축제 2019
강원도 춘천시 약사고개길49번길 13,32,20191006,127.7277827220,37.8750098639,3091,13,20191004,무한청춘페스티벌 ‘약사랜드’ 2019
경상북도 문경시 점고길 21,35,20190817,128.1856036400,36.5944771989,0,7,20190816,문경 드론축제 2019
경상북도 문경시 문경읍 새재로 932,35,20191027,128.0769835905,36.7615977206,102804,7,20191012,문경 사과장터 2019
경상북도 문경시 문경읍 새재로 932,35,20191020,128.0769835905,36.7615977206,5055,7,20191019,문경 산악체전 2019
경상북도 문경시 동로면 적성교,35,20190922,128.3147176132,36.7715009920,68596,7,20190920,문경 오미자축제 2019
경상북도 문경시 모전동 산 30-2,35,20190803,128.1869564979,36.5873919232,4899,7,20190803,문경 칠석차문화제 2019
경상북도 문경시 문경읍 문경대로 2416,35,20190907,128.0836724515,36.7415612525,68156,7,20190406,문경달빛사랑여행 2019
서울특별시 종로구 대학로8길 1,1,20190831,127.0023906561,37.5809974394,940,23,20190831,"문학주간 '문학, 다음으로 가는 길' 2019"
서울특별시 중구 세종대로 110,1,20191031,126.9762683654,37.5693955409,55,24,20190401,문화가 흐르는 서울광장 2019
경기도 수원시 권선구 서둔로 166,31,20190824,126.9850344071,37.2668280232,0,13,20190824,문화예술교육 여름캠프 '형이상상形而想像' 2019
강원도 원주시 중앙로 76,32,20190817,127.9520334545,37.3483223197,12275,9,20190814,문화의거리 치맥축제 2019
경기도 양평군 단월면 곱다니길 55-2,31,20200216,127.6573663730,37.5144948588,131808,19,20191206,물맑은양평 빙어축제 2020
경기도 시흥시 소래산길 11,31,20190519,126.7848058511,37.4495032760,28364,14,20190515,물왕예술제 2019
강원도 화천군 화천읍 강변로 2-54,32,20190804,127.6970121290,38.1007385507,77926,17,20190727,물의나라 화천 쪽배축제 2019
서울특별시 종로구 대학로12길 73,1,20191231,127.0039349650,37.5808113771,77109,23,20190101,뮤지컬 김종욱찾기
서울특별시 종로구 이화장길 26,1,20191231,127.0039128630,37.5766424167,23319,23,20190101,뮤직드라마 당신만이
경기도 수원시 팔달구 행궁로 11,31,20191005,127.0152812635,37.2810769133,0,13,20191004,미디어아트진찬연 <한중록 1795> 2019
대구광역시 서구 문화로 72,4,20191013,128.5409896000,35.8734130400,2967,6,20191013,미소&행복 구민축제 2019
서울특별시 종로구 삼청로 30,1,20191009,126.9800038741,37.5786500878,276,23,20190925,미술주간 2019
인천광역시 주안역 남광장 일원,2,20191222,126.6805899202,37.4649690789,4,3,20191221,미추홀 윈터마켓 (Winter Market) 2019
강원도 정선군 남면 민둥산로 12,32,20191110,128.7811616983,37.2545071340,346322,11,20190927,민둥산억새꽃축제 2019
경상남도 밀양시 부북면 창밀로 3097-16,36,20190806,128.7046512764,35.5334627837,33605,7,20190726,밀양 공연예술축제 2019
경상남도 밀양시 단장면 아불2길 6,36,20191020,128.9085003535,35.5239231734,26829,7,20191019,밀양대추축제 2019
경상남도 밀양시 밀양대공원로 112,36,20190929,128.7584973591,35.5043781614,0,7,20190928,밀양아리랑 국제요가페스티벌 2019
강원 삼척시 근덕면 하맹방리 12-1,32,20190804,129.2321228474,37.3879477495,0,4,20190802,바캉스페스티벌 2019
강원도 원주시 흥업면 매지회촌길 79,32,20191029,127.9113453227,37.2574848310,22775,9,20191005,박경리 문학제 2019
충청북도 제천시 동명로 77,33,20191019,128.2084832264,37.1361765683,10610,7,20191019,박달 가요제 2019
경기도 수원시 팔달구 동수원로 335,31,20190825,127.0363966228,37.2592992563,2477,13,20190821,"발레, 아름다운 나눔 수원국제발레축제 2019"
경상남도 합천군 덕곡면 율지2길 16,36,20191109,128.3590460682,35.6147306361,4730,21,20191109,밤마리오광대탈춤축제 2019
서울특별시 관악구 관악로 145,1,20190511,126.9493705358,37.4809497778,16,5,20190511,밥상뒤집기대회 2019
경상남도 양산시 원동면 배내로 431,36,20190303,128.9861112541,35.4870676485,10032,10,20190302,배내골 고로쇠축제 2019
전라남도 광양시 옥곡면 대치로 433,38,20190421,127.6525686804,35.0064199612,26831,4,20190419,백운산 국사봉 철쭉축제 2019
충청남도 부여군 규암면 백제문로 386-6,34,20191006,126.8987016918,36.3050233941,171530,6,20190928,백제문화제 2019
전라남도 보성군 벌교읍 벌교천1길 19,38,20191103,127.3464885467,34.8447578496,86982,10,20191031,벌교꼬막&문학축제 2019
전라남도 영광군 법성면 진굴비길 154-13,38,20190610,126.4339867305,35.3656225648,29380,16,20190607,법성포 단오제 2019
경기도 파주시 광탄면 부흥로 242,31,20191027,126.8754182294,37.8004973858,643,27,20190928,벽초지문화수목원 국화축제 2019
경기도 안산시 단원구 선부동 선부광장,31,20190929,126.8044072727,37.3343697640,22213,15,20190927,별망성예술제 2019
경기도 이천시 마장면 덕이로154번길 287-76,31,20191231,127.3897540042,37.2412993636,419,26,20190101,별빛정원우주 365일 별빛축제 2019
부산광역시 해운대구 APEC로 55,6,20191222,129.1363402640,35.1691366711,33369,16,20191221,보드게임콘 2019
충청남도 보령시 해수욕장10길 6,34,20191103,126.5106029467,36.3153821884,6279,5,20191101,보령 김축제 2019
전라남도 보성군 웅치면 용반리 산 123-3,38,20190506,127.0131993942,34.6920221291,33446,10,20190504,보성 일림산 철쭉제 2019
전라남도 보성군 보성읍 녹차로 775,38,20200105,127.0817371312,34.7198757111,156696,10,20191129,보성차밭빛축제 2020
서울특별시 종로구 종로 54,1,20191231,126.9835621340,37.5697984025,38748,23,20190101,보신각타종행사
충청북도 보은군 보은읍 뱃들로 54,33,20191020,127.7232423965,36.4863477960,144634,3,20191011,보은 대추축제 2019
경기도 부천시 길주로 210,31,20190506,126.7659810559,37.5035799926,29439,11,20190503,복사골예술제 2019
경기도 성남시 수정구 복정로 144,31,20191231,127.1270964581,37.4658713850,23924,12,20191201,복정동 어울림 빛 축제 2019
경기도 수원시 팔달구 창룡대로 236-54,31,20191005,127.0380178033,37.2912761380,14890,13,20191004,봉녕사 사찰음식 대향연 2019
경상남도 통영시 봉수로 107-82,36,20190331,128.4151290952,34.8189960681,15381,17,20190330,봉숫골 꽃나들이축제 2019
경상북도 의성군 봉양면 도리원4길 34,35,20190713,128.5824627422,36.3033788835,8045,19,20190713,봉양 자두체험행사 2019
경상북도 봉화군 봉화읍 봉화로 1111,35,20190930,128.7317268600,36.8931448983,79643,8,20190927,봉화송이축제 2019
경상북도 경주시 노동동 261번지,35,20190830,129.2106871982,35.8412847117,28794,2,20190802,봉황대 뮤직스퀘어 2019
부산광역시 사상구 낙동대로 1231,6,20190728,128.9765930292,35.1700475089,49118,9,20190727,부산 국제록페스티벌 2019
부산광역시 해운대구 APEC로 55,6,20190331,129.1363347095,35.1691116738,1122,16,20190328,부산 국제보트쇼 2019
부산광역시 금정구 장전온천천로 48,6,20190526,129.0871011349,35.2327091928,39723,2,20190524,부산 금정산성축제 2019
부산광역시 강서구 공항로 1285,6,20190414,128.9867798506,35.2132567428,73602,1,20190406,부산 낙동강 유채꽃축제 2019
부산광역시 강서구 체육공원로 43,6,20190407,128.9722367356,35.2109678426,45359,1,20190406,부산 대저토마토축제 2019
부산광역시 동래구 우장춘로 195-46,6,20190504,129.0731719858,35.2256680580,17,6,20190504,부산 동래민속예술축제 2019
부산광역시 해운대구 APEC로 55,6,20190920,129.1363347095,35.1691116738,7396,16,20190919,부산 마이스페스티벌 2019
부산광역시 기장군 기장읍 기장해안로 147,6,20191229,129.2105275371,35.1953128940,29,3,20190412,부산 매직서커스 2019
부산광역시 수영구 광안해변로 219,6,20191102,129.1184922375,35.1537908369,444760,12,20191102,부산 불꽃축제 2019
부산광역시 부산진구 서면문화로 32,6,20190616,129.0541031405,35.1630469443,2,7,20190613,부산 수제맥주축제 2019
부산광역시 기장군 장안읍 정관로 1133,6,20190526,129.2326914133,35.3268069043,21,3,20190518,부산 아울렛 삼거리 페스티벌 2019
부산광역시 부산진구 시민공원로 73,6,20190512,129.0559195851,35.1653967144,94375,7,20190501,부산 연등축제 2019
부산광역시 영도구 봉래동,6,20191013,129.0366953911,35.0954041962,61610,14,20191011,부산 영도다리축제 2019
부산광역시 중구 구덕로 31,6,20191231,129.0322901564,35.0976955253,4097,15,20190101,부산 원도심 스토리 투어
부산광역시 중구 중구로 120,6,20190526,129.0323788050,35.1062251276,9802,15,20190525,부산 원도심골목길축제 2019
부산광역시 중구 용두산길 35-26,6,20190506,129.0326928231,35.1004841098,38485,15,20190503,부산 조선통신사축제 2019
부산광역시 동구 대영로243번길,6,20191020,129.0406000711,35.1150715117,43532,5,20191018,부산 차이나타운특구 문화축제 2019
부산광역시 중구 용두산길 37-55,6,20191026,129.0324678301,35.1009479421,8123,15,20190406,부산 토요상설 전통민속놀이마당 2019
부산광역시 해운대구 수영강변대로 120,6,20190609,129.1247939167,35.1738664834,6,16,20190607,부산 펫팸 페스티벌 2019
부산광역시 중구 대교로 122,6,20190411,129.0386117396,35.1009786075,4,15,20190411,"부산 '100년의 물결, 함께 여는 100년' 2019"
부산광역시 서구 송도해변로 100,6,20191027,129.0181252895,35.0768337102,61566,11,20191025,부산고등어축제 2019
부산광역시 동래구 문화로 80,6,20190505,129.0898542458,35.2118865776,21090,14,20190504,부산공연예술축제 2019
부산광역시 해운대구 APEC로 55,6,20190908,129.1359569660,35.1690700054,44194,16,20190905,부산국제관광전 2019
부산광역시 해운대구 수영강변대로 120,6,20190429,129.1269826847,35.1713084771,6430,16,20190424,부산국제단편영화제 2019
부산광역시 해운대구 수영강변대로 120,6,20190630,129.1270576924,35.1707946470,28436,16,20190625,부산국제매직페스티벌 2019
부산광역시 해운대구 달맞이길62번길 47,6,20190708,129.1723763250,35.1580163619,28358,16,20190524,부산국제무용제 2019
부산광역시 해운대구 APEC로 55,6,20190622,129.1356514414,35.1689089062,10474,16,20190619,부산국제식품대전 2019
부산광역시 해운대구 APEC로 55 벡스코 제2전시장,6,20191209,129.1356514414,35.1689089062,24862,16,20191205,부산국제아트페어 2019
부산광역시 해운대구 수영강변대로 120,6,20190715,129.1270688034,35.1707752050,5061,16,20190709,부산국제어린이청소년영화제 2019
부산광역시 부산진구 신천대로165번길 6,6,20190526,129.0934562537,35.1272127941,22481,5,20190517,부산국제연극제 2019
부산광역시 해운대구 수영강변대로 120,6,20191012,129.1270576924,35.1707946470,39092,16,20191003,부산국제영화제 2019
부산광역시 해운대구 수영강변대로 120,6,20190901,129.1275659567,35.1717167754,19912,16,20190823,부산국제코미디페스티벌 2019
부산광역시 해운대구 수영강변대로 120,6,20191019,129.1270576924,35.1707946470,1898,16,20191015,부산국제합창제 2019
부산광역시 금정구 장전온천천로 48,6,20191006,129.0893260259,35.2296290236,1719,2,20191004,부산금정거리예술축제 2019
부산광역시 수영구 광안해변로 219,6,20190806,129.1184922375,35.1537908369,220107,12,20190802,부산바다축제 2019
부산광역시 해운대구 APEC로 55,6,20190929,129.1363347095,35.1691116738,8811,16,20190925,부산수제맥주페스티벌 2019
부산 동래구 사직동 930-2 부산아시아드 조각광장,6,20190929,129.0624154826,35.1931103961,841,6,20190928,부산스토리텔링축제 2019
부산광역시 남구 용소로 78,6,20191027,129.1025053716,35.1306903499,12228,4,20191017,부산예술제 2019
"부산광역시 북구 화명동 화명생태공원, 해운대 구남로(해운대 문화광장) 등 부산전역",6,20191025,129.0039806357,35.2313022594,176358,8,20191019,부산원아시아페스티벌 2019
부산광역시 중구 자갈치해안로 52,6,20191013,129.0306014426,35.0966650543,88804,15,20191010,부산자갈치축제 2019
부산광역시 해운대구 APEC로 55,6,20190622,129.1359569660,35.1690700054,22208,16,20190619,부산커피쇼 (Busan Coffee show) 2019
부산광역시 해운대구 수영강변대로 140,6,20191124,129.1254661073,35.1728721628,8221,16,20191121,부산콘텐츠유니버시아드 (BCU) 2019
부산광역시 중구 광복로 58-2,6,20200105,129.0314790780,35.0990842439,230493,15,20191116,부산크리스마스트리문화축제 2019
부산광역시 동구 중앙대로 206 부산유라시아플랫폼(부산역 광장),6,20191026,129.0450884994,35.1176435282,0,5,20191025,부산평생학습주간 2019
부산광역시 영도구 해양로301번길 17,6,20190526,129.0791754311,35.0807732826,77647,14,20190525,부산항축제 2019
전라북도 부안군 변산면 중계리,37,20190806,126.5668316452,35.6508812750,22582,6,20190802,부안 님의뽕축제 2019
충청남도 부여군 부여읍 궁남로 52,34,20190728,126.9136818528,36.2692110884,259782,6,20190705,부여서동연꽃축제 2019
경기도 부천시,31,20190707,126.7654200557,37.5014468972,32069,11,20190627,부천 국제판타스틱영화제 2019
경기도 부천시 원미구 부천로264번길 79,31,20190414,126.7906229159,37.5156234753,32929,11,20190413,부천 도당산벚꽃축제 2019
경기도 부천시 역곡로 531,31,20190825,126.8152229851,37.5322164280,0,11,20190814,부천 생활문화페스티벌 다락(多樂) 2019
경기도 부천시 성주로23번길 22,31,20190824,126.7604377386,37.4813297020,24586,11,20190823,부천 소사복숭아축제 2019
경기도 부천시 원미구 도약로 1,31,20191231,126.7464881422,37.5124341734,172150,11,20190101,부천 아인스월드 빛축제 - 세계야경 판타지 빛축제 2019
경기도 부천시 부천로 1,31,20190420,126.7826245299,37.4840214493,3088,11,20190420,부천 전국비보이대회 2019
경기도 부천시 길주로 1,31,20190818,126.7424497412,37.5081512657,61272,11,20190814,부천국제만화축제 2019
경기도 부천시 원미구 길주로 1,31,20191022,126.7424330498,37.5090761579,19986,11,20191018,부천국제애니메이션페스티벌 2019
경기도 부천시 평천로 655,31,20190505,126.7640808572,37.5168950776,11137,11,20190505,부천로보파크  Fun & Joy 페스티벌 2019
경기도 부천시 길주로 210-2,31,20190908,126.7650339530,37.5024051125,6684,11,20190906,부천세계비보이대회 BBIC KOREA 2019
경기도 부천시 부천로 1,31,20190921,126.7826245299,37.4840214493,4553,11,20190829,부천전국대학가요제 2019
경기도 부천시 석천로 293,31,20190922,126.7639254298,37.5128094389,0,11,20190921,부천판타지아 로봇페스티벌 2019
인천광역시 부평구 아트센터로 168,2,20191012,126.7038428531,37.4830090594,1796,6,20191011,부평음악도시축제 뮤직게더링 2019
서울특별시 은평구 대서문길,1,20191009,126.9487906372,37.6560210851,0,22,20191009,북한산 韓문화 페스티벌 2019
부산광역시 해운대구 장산로 427-291,6,20190928,129.1673868582,35.1948038167,578,16,20190928,불무도와 함께하는 문화예술제 2019
서울특별시 마포구 증산로 87,1,20191027,126.8950451862,37.5703995248,0,13,20191027,붕붕카 경주대회 2019
서울특별시 서초구 반포동 137-41,1,20191102,126.9959376297,37.5124330674,24098,15,20191102,브릿지워크서울 2019
서울특별시 종로구 동숭길 68,1,20181231,127.0042904741,37.5813113251,2192,23,20190101,블링블링
대구광역시 달성군 유가면 휴양림길 230,4,20190421,128.5133193248,35.6901110439,165025,3,20190420,비슬산 참꽃문화제 2019
광주광역시 서구 상무누리로 30,5,20190818,126.8384367851,35.1498370921,4,5,20190711,비어페스트 광주 (Beer Fest Gwangju) 2019
경상남도 창원시 성산구 창이대로 681,36,20190427,128.7240993684,35.2358160611,20216,16,20190427,비음산 산성 철쭉제 2019
광주광역시 서구 상무누리로 30 김대중컨벤션센터,5,20191103,126.8405366718,35.1469291222,0,5,20191102,빛고을 드론 페스티벌 2019
서울특별시 마포구 성암로 267,1,20200119,126.8910035842,37.5811759771,0,13,20191220,빛의 광장 IN DMC 2020
제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17,39,20201025,126.8990724780,33.4398096742,33,3,20191206,빛의 벙커 '반 고흐' 2020
경기도 수원시 장안구 연무동 190,31,20191005,127.0114425437,37.2874872131,3762,13,20190806,"빛의 산책로, 수원화성 2019"
서울특별시 종로구 대학로14길 29,1,20190901,127.0022738972,37.5846247927,24644,23,20190511,빨래
세종특별자치시 세종이마트 일원,8,20191027,127.2509989814,36.4709466712,0,1,20190928,뽕짝페스티벌 2019
경기도 가평군 청평면 호반로 1063,31,20200229,127.4905534526,37.7153018173,44997,1,20191201,쁘띠프랑스 어린왕자 별빛축제 2020
경기도 가평군 청평면 호반로 1063,31,20190531,127.4905090268,37.7148018737,30782,1,20190501,쁘띠프랑스 유럽 동화나라 축제 2019
서울특별시 송파구 한가람로 65,1,20190505,127.0846098869,37.5204198441,19,18,20190504,사각사각 봄이 오는 소리 2019
서울특별시 영등포구 여의동로 330,1,20191006,126.9336123570,37.5263886632,60092,20,20190831,사람사랑 생명사랑밤길걷기 - 해질녘서 동 틀때 까지 2019
서울특별시 용산구 독서당로 98,1,20191013,127.0114911282,37.5350834931,8718,21,20191002,사랑-인도문화축제 2019
서울특별시 금천구 시흥대로63길 91,1,20191019,126.8947373379,37.4554517632,3839,8,20191019,사랑의전화 자살예방캠페인 '생명줄기' 걷기대회 2019
대전광역시 서구 둔산대로 169,3,20190323,127.3880117687,36.3664721764,108,3,20190322,사운드 페스티벌 인 대전 2019
경상남도 사천시 팔포3길 56-45,36,20190414,128.0787889614,34.9266586017,27617,8,20190412,사천 삼천포항 수산물축제 2019
경상남도 사천시 팔포1길 65,36,20190728,128.0758892299,34.9260558403,50783,8,20190724,사천시 삼천포항 자연산 전어축제 2019
경상남도 사천시 용현면 시청로 77,36,20191020,128.0639327035,35.0034719462,26240,8,20191018,사천시농업한마당축제 2019
경상남도 사천시 사천읍 사천대로 1971,36,20191027,128.0851867810,35.0949648277,60061,8,20191024,사천에어쇼 2019
대전광역시 중구 중앙로 101,3,20190907,127.4209793431,36.3267634148,0,5,20190905,사회혁신 한마당 IN-Daejeon 2019
충청북도 영동군 용화면 횡지구백길 5,33,20190817,127.7463327836,36.0526810418,8322,4,20190815,산골공연 예술잔치 2019
경기도 포천시 영북면 산정호수로411번길 112-28,31,20200209,127.3242694218,38.0673188642,0,29,20191220,산정호수 윈터 페스타 2019
경상남도 산청군 차황면 법평리 1-2,36,20190512,127.9686283066,35.4875907528,39912,9,20190427,산청 황매산 철쭉제 2019
경기도 고양시 일산서구 킨텍스로 217-60,31,20191207,126.7461032221,37.6691714862,185,2,20191207,산타런 2019
경북 예천군 풍양면 삼강리길 58-23,35,20190915,128.3045577981,36.5638106829,30498,16,20190913,삼강주막 나루터 축제 2019
부산광역시 부산진구 초읍천로33번길 29-7,6,20190512,129.0435176067,35.1756064530,25015,7,20190428,삼광사 연등축제 2019
충청남도 서산시 대산읍 삼길포1로 65,34,20190728,126.4518678072,37.0033380432,17066,7,20190726,삼길포 우럭축제 2019
제주특별자치도 제주시 연동 302-1,39,20190828,126.4983283548,33.4889783639,2804,4,20190426,삼다공원 야간콘서트 2019
제주특별자치도 제주시 선사로8길 13-8,39,20190727,126.5868975924,33.5260034558,16819,4,20190726,삼양검은모래 해변축제 2019
강원도 삼척시 근덕면 삼척로 3992-8,32,20190425,129.2050164045,37.4052785583,58971,4,20190329,삼척 맹방유채꽃축제 2019
강원도 삼척시 교동,32,20190728,129.1639736052,37.4711673925,0,4,20190727,삼척 물총축제 2019
강원도 삼척시 테마타운길 76,32,20190728,129.1683621836,37.4684816769,0,4,20190726,삼척 비치 썸 페스티벌 2019
강원도 삼척시 오십천로 586,32,20190519,129.1796539525,37.4323499468,16162,4,20190515,삼척 장미축제 2019
강원도 삼척시 하장면 번천리,32,20190519,128.9966299943,37.3891430200,12391,4,20190517,삼척 하장 두타산 산나물축제 2019
강원도 삼척시 엑스포로 45,32,20191006,129.1602444004,37.4381294570,20190,4,20191004,삼척동해왕 이사부 축제 2019
경기도 평택시 현덕면 평택호길 147,31,20190929,126.9214497062,36.9215723613,7637,28,20190615,상설공연 평택거북놀이 2019
충청남도 논산시 상월면 상월로 522,34,20190901,127.1955195199,36.3057951605,25480,3,20190831,상월 고구마축제 2019
경상북도 상주시 사벌면 경천로 652,35,20190616,128.2478658688,36.4572218116,11810,9,20190615,상주 베리축제 2019
전라북도 군산시 옥도면 야미도리 166,37,20190818,126.4965498804,35.8363978474,4575,2,20190815,새만금 노마드 페스티벌 2019
제주특별자치도 서귀포시 남성중로 40,39,20190831,126.5584621032,33.2391930320,4942,3,20190601,새연교 콘서트 2019
부산광역시 중구 용두산길 37-55,6,20200101,129.0324678301,35.1009479421,50863,15,20191231,새해맞이 시민의 종 타종행사 2020
충청북도 진천군 문백면 농다리로 1032-11,33,20190526,127.4907675979,36.8290876123,42649,8,20190524,생거진천 농다리축제 2019
서울특별시 마포구 월드컵로5길 11,1,20191017,126.9117108636,37.5516075628,15929,13,20190409,생생문화재 양화진 뱃길탐방 2019
대전광역시 유성구 수통골로 47,3,20191102,127.2881823905,36.3451006301,3421,4,20191101,생태관광 페스티벌 2019
서울특별시 중구 을지로 281,1,20191027,127.0099486810,37.5675991318,593,24,20191026,생활예술인 페어 2019
제주특별자치도 서귀포시 예래로 213,39,20190602,126.3888905020,33.2477366337,0,3,20190531,서귀포 등문화축제 2019
제주특별자치도 서귀포시 표선면 민속해안로 592,39,20190817,126.8425244301,33.3258518969,9326,3,20190815,서귀포 야해페스티벌 2019
서울특별시 서대문구 통일로 251,1,20190301,126.9556173237,37.5745751240,13476,14,20190301,"서대문, 1919 그날의 함성! 2019"
서울특별시 서대문구 통일로 251,1,20190815,126.9555506693,37.5743584811,19569,14,20190814,서대문독립민주축제 2019
서울특별시 서초구 남부순환로323길 1,1,20190601,127.0113981381,37.4839449860,3,15,20190503,서리풀청년아트갤러리 '꿈꾸는 정원사' 2019
서울특별시 서초구 전역,1,20190928,126.9926825046,37.5076780054,104262,15,20190921,서리풀페스티벌 2019
부산광역시 부산진구 부전동 동천로 일대,6,20200105,129.0586528177,35.1603889922,0,7,20191115,서면트리축제 2019
충청남도 서산시 고북면 복남골길 31-1,34,20191110,126.5363107558,36.6693836059,48399,7,20191101,서산국화축제 2019
서울특별시 양천구 남부순환로64길 20,1,20190928,126.8300995393,37.5274839100,0,19,20190927,서서울호수공원 수상음악축제 2019
서울특별시 구로구 가마산로 245,1,20190516,126.8875146499,37.4954636544,36,7,20190509,서울 구로국제어린이영화제 2019
경기도 성남시 수정구 서울공항,31,20191020,127.1456507642,37.4504485089,1049,12,20191015,서울 국제 항공우주 및 방위산업 전시회 2019
서울특별시 영등포구 여의공원로 13,1,20190828,126.9169111411,37.5249663073,12917,20,20190828,서울 드라마어워즈 2019
서울특별시 강동구 천호동 351-1,1,20191012,127.1200864495,37.5473006952,0,2,20191012,서울 드론 챌린지 2019 (Seoul Drone Challenge 2019)
서울특별시 중구 퇴계로34길 28,1,20191012,126.9935365470,37.5584387906,14637,24,20190427,서울 명산트레킹 2019
서울특별시 중구 세종대로 110,1,20190811,126.9783710306,37.5665986816,37414,24,20190810,서울 문화로 바캉스 2019
서울특별시 종로구 세종대로 175,1,20190925,126.9768321230,37.5722396646,2950,23,20190925,서울 문화원 엑스포 2019
서울특별시 중구 세종대로 110,1,20190727,126.9783710306,37.5665986816,14732,24,20190725,서울 물순환 시민문화제 2019
서울특별시 영등포구 여의동로 330,1,20191027,126.9335762507,37.5263358907,944858,20,20190405,서울 밤도깨비 야시장 2019
서울특별시 강남구 남부순환로 3104,1,20191013,127.0718200835,37.4957585883,40756,1,20191012,서울 보드게임 페스타 2019
서울특별시 서초구 서래로10길 9,1,20190420,126.9989377215,37.4995151763,66,15,20190420,서울 술 페스티벌 (Seoul Sool Festival) 2019
경기도 고양시 일산서구 킨텍스로 217-60,31,20190512,126.7457782594,37.6689215091,20,2,20190510,서울 슈즈앤백박람회 2019
서울특별시 종로구 세종대로 163,1,20190504,126.9754961260,37.5724979440,19580,23,20190423,서울 스프링실내악축제 2019
서울특별시 송파구 송파대로 167,1,20190630,127.1209048221,37.4846524272,10942,18,20190415,서울 365 패션쇼 2019
서울특별시 중구 세종대로 110,1,20191006,126.9783710306,37.5665986816,99557,24,20191003,서울거리예술축제 2019
