address,areacode,endDate,mapx,mapy,readcount,sigungucode,startDate,title
전라북도 순창군 순창읍 백산리 805,37,20191020,127.1109293785,35.3683392442,1282,7,20191018,순창세계발효소스박람회 2019
전라남도 순천시 중앙로 125,38,20190929,127.4840069709,34.9567976217,24526,11,20190927,순천 푸드·아트 페스티벌 2019
전라남도 순천시 순천만길 513-25,38,20191027,127.5096509739,34.8855171821,262188,11,20191025,순천만갈대제 2019
전라남도 순천시 국가정원1호길 47 순천만국가정원,38,20191006,127.4998312785,34.9293648665,0,11,20191004,순천만국가정원 국제차문화산업전 2019
전라남도 순천시 국가정원1호길 47,38,20190506,127.4988619353,34.9287343649,78531,11,20190330,순천만국가정원 봄꽃 향연 2019
전라남도 순천시 삼산로 16,38,20190826,127.4853065078,34.9705238789,6343,11,20190822,순천만세계동물 영화제 2019
전라남도 영암군 삼호읍 삼포리,38,20190804,126.3992104962,34.7456364847,0,17,20190803,슈퍼레이스 아시아 모터스포츠 카니발 2019
강원도 인제군 기린면 상하답로 130,32,20190706,128.2950634635,38.0012086833,0,10,20190706,슈퍼레이스 RACE TO NIGHT 2019
경기도 수원시 영통구 광교중앙로 140 수원컨벤션센터(SCC),31,20191122,127.0594632301,37.2858799237,0,13,20191120,스마트공장구축 및 생산자동화전 2019
서울특별시 강남구 영동대로 513,1,20190809,127.0591874466,37.5117592813,3728,1,20190807,스마트국토엑스포 2019
서울특별시 종로구 대학로 104,1,20190629,127.0024795565,37.5803030772,1717,23,20190511,스마트하게 한양도성 즐기기 2019
대구광역시 달성군 가창면 가창로 891,4,20190818,128.6353392148,35.7881605357,0,3,20190720,스파밸리 삼바축제 2019
서울특별시 광진구 구천면로 2,1,20190428,127.1062266254,37.5464088823,17383,6,20190413,시끌벅적 과학축제 2019
서울특별시 종로구 동숭길 72,1,20191231,127.0042904706,37.5814363108,11250,23,20190101,시크릿
인천광역시 동구 송현동 동구 동인천역 북광장,2,20191027,126.6403513241,37.4865714126,0,5,20190901,신나는 예술여행 All ways Incheon of Re-place <색다른 우리동네> 2019
서울특별시 구로구 구로동 3-33,1,20190614,126.8888363208,37.5107924524,4,7,20190510,신도림고리 생활문화지원센터 '모두의 전람회 : 동아리 열전Ⅱ' 2019
"경북 경주시 용담로 79-41 씨름장, 경주 황성공원 일대, 경주 시가지 일원",35,20191009,129.2120059932,35.8600242878,17291,2,20191003,신라문화제 2019
경상북도 경주시 첨성로 147,35,20191012,129.2170090198,35.8358993280,9762,2,20191012,신라소리축제 에밀레전 2019
경상북도 경주시 용담로 79-41,35,20191110,129.2156751589,35.8585245260,15435,2,20191109,신라의달밤 165리 걷기대회 2019
전라남도 신안군 임자면 대광해수욕장길 178,38,20190421,126.0731946694,35.1029130614,167953,12,20190412,신안 튤립축제 2019
서울특별시 서대문구 연세로 5,1,20191006,126.9365529168,37.5561213716,25502,14,20191005,신촌국제꽃시장 2019
서울특별시 서대문구 연세로 5,1,20191006,126.9365529168,37.5561213716,2195,14,20191005,신촌댄스경연대회 2019
서울특별시 서대문구 창천동 연세로,1,20190922,126.9352058303,37.5556575125,39609,14,20190920,신촌맥주축제 2019
서울특별시 서대문구 연세로 5,1,20190519,126.9365529168,37.5561213716,46,14,20190517,신촌야행 2019
서울특별시 광진구 능동로 216,1,20190922,127.0809066088,37.5498913551,6699,6,20190919,실버문화 페스티벌 2019
서울특별시 종로구 세종대로 172,1,20190922,126.9767932398,37.5721702275,2225,23,20190920,실패박람회 2019
경기도 남양주시 조안면 다산로747번길 16,31,20190506,127.3005875949,37.5159937088,8794,9,20190504,실학박물관 '실학어린이날 큰잔치' 2019
충청남도 당진시 시청1로 1,34,20190922,126.6461643675,36.8896128919,22324,4,20190920,심훈상록문화제 2019
서울특별시 강남구 영동대로 513,1,20190505,127.0591874466,37.5117592813,108368,1,20190502,씨페스티벌 (C-Festival) 2019
경기도 김포시 고촌읍 전호리,31,20190805,126.7869987153,37.5978943993,0,8,20190803,아라마린페스티벌 2019
인천광역시 서구 정서진로 691,2,20190518,126.6759206592,37.5733036211,52,7,20190518,아라뱃길 카약축제 2019
서울특별시 종로구 청계천로 105,1,20190623,126.9871978727,37.5712566316,4,23,20190619,아름다운청년 전태일기념관 연극 '개천의 용간지' 2019
충청남도 아산시 온천대로 1496,34,20190428,127.0034461564,36.7804567388,34402,9,20190424,아산 성웅이순신축제 2019
부산광역시 해운대구 좌동로 162,6,20191030,129.1820888976,35.1751785093,0,16,20191022,아세안 문화 로드쇼 - 비바아세안 2019
인천광역시 연수구 센트럴로 123,2,20190719,126.6461951621,37.3890356252,5,8,20190717,아시아 복합리조트 산업 박람회 2019
부산 해운대구 APEC로 55,6,20191013,129.1354709023,35.1688839056,0,16,20191011,아시아 트레일즈 컨퍼런스 2019
서울특별시 종로구 새문안로 68,1,20191105,126.9721604004,37.5696176634,5554,23,20191031,아시아나국제단편영화제 2019
광주광역시 동구 예술길 21,5,20191026,126.9186296888,35.1500550871,25873,3,20190420,아시아문화예술 활성화 거점 프로그램 2019
광주광역시 동구 문화전당로 38,5,20191018,126.9202851804,35.1467693755,2446,3,20191018,아시아문화포럼 2019
울산광역시 중구 염포로 55,7,20191012,129.3479914251,35.5626603600,32079,1,20191011,아시아송 페스티벌 (Asia Song Festival) 2019
울산광역시 북구 강동산하2로 7,7,20190922,129.4410426167,35.6262521890,0,4,20190920,"아시아퍼시픽뮤직미팅(APaMM,에이팜) 2019"
서울특별시 중구 을지로 281,1,20190818,127.0103125191,37.5681962916,27293,24,20190723,아시아프 2019
서울특별시 종로구 세종대로 175,1,20190804,126.9746989067,37.5749698648,13011,23,20190724,아시테지 국제여름축제 2019
강원도 정선군 여량면 아우라지길 69,32,20190804,128.7242545781,37.4756444534,32553,11,20190802,아우라지 뗏목 달빛 축제 2019
서울특별시 영등포구 여의공원로 120,1,20191109,126.9266462333,37.5296353832,586,20,20191109,아이오닉 롱기스트런 2019
대전광역시 유성구 노은동로 33,3,20190922,127.3203678708,36.3646461848,30051,4,20190920,아줌마대축제·우리농수산물큰잔치 2019
경기도 가평군 상면 수목원로 432,31,20191124,127.3519430810,37.7417489763,50774,1,20191019,아침고요수목원 국화전시회 2019
경기도 가평군 상면 수목원로 432,31,20190825,127.3519180642,37.7424072328,33442,1,20190727,아침고요수목원 무궁화축제 2019
경기도 가평군 상면 수목원로 432,31,20190526,127.3519430810,37.7417489763,246720,1,20190420,아침고요수목원 봄나들이 봄꽃축제 2019
경기도 가평군 상면 수목원로 432,31,20190421,127.3525096320,37.7439487308,31330,1,20190331,아침고요야생화전 '사라져가는 우리 꽃' 2019
경기도 용인시 기흥구 동백죽전대로175번길 6,31,20191027,127.1604631946,37.2576961086,0,23,20191005,안 무서운 할로윈 축제 2019
경북 안동시 풍산읍 소산리,35,20190922,128.5282910352,36.5508635477,22625,11,20190920,안동 한지축제 2019
경상북도 안동시 서동문로 203,35,20191005,128.7310311247,36.5588997688,12746,11,20190928,안동민속축제 2019
충청남도 태안군 안면읍 백사장1길 91,34,20191013,126.3157801110,36.5858144497,247862,14,20190921,안면도 백사장 대하축제 2019
경기도 안산시 상록구 성호로 131,31,20190526,126.8595305730,37.3151090853,22888,15,20190525,안산 성호문화제 2019
경기도 안산시 단원구 대부황금로 7,31,20191231,126.6440368021,37.1953413869,6,15,20190501,"안산 어촌민속박물관 '풍도해전, 그날' 2019"
서울특별시 서대문구 연희로 248,1,20190407,126.9367744661,37.5792075807,3751,14,20190405,안산자락길 벚꽃음악회 2019
경기도 안성시 보개면 남사당로 198-2,31,20190929,127.3101448759,37.0318221187,42136,16,20190323,안성 남사당 상설공연 2019
경기도 안성시 공도읍 대신두길 28,31,20190606,127.1944119888,36.9920801848,35995,16,20190420,안성 호밀밭축제 2019
경기도 안성시 공도읍 대신두길 28,31,20191110,127.1944397620,36.9921385117,14617,16,20191109,안성 FCI 국제 도그쇼 2019
경기도 안성시 죽산면 두메호수로 90,31,20200202,127.4284792701,37.0094684960,106277,16,20191228,안성두메호수빙어축제 2020
경기도 안성시 공도읍 대신두길 28,31,20190825,127.1944119888,36.9920801848,7093,16,20190713,안성팜랜드 신나고 시원한 여름축제 2019
경기도 안양시 동안구 관평로 149,31,20190922,126.9612886704,37.3901438629,27336,17,20190920,안양시민축제 2019
경기도 안양시 만안구 박달동 838-1,31,20190407,126.8958553572,37.4035522515,43947,17,20190405,안양충훈 벚꽃축제 2019
강원도 횡성군 안흥면 안흥로 27,32,20190929,128.1560881634,37.4125603793,26092,18,20190927,안흥찐빵축제 2019
경상남도 하동군 하동읍 섬진강대로 2107-8,36,20190728,127.7433592444,35.0633734735,1576,18,20190726,알프스하동 섬진강문화 재첩축제 2019
충청북도 충주시 앙성면 새바지길 17,33,20191006,127.8009267165,37.0915991472,32209,11,20191004,앙성탄산온천축제 2019
대구광역시 북구 엑스코로 10,4,20200228,128.6131211911,35.9072105425,44,5,20191206,앤서니 브라운展 - 행복극장 2020
광주광역시 서구 천변좌로 238,5,20191019,126.9022393641,35.1543376604,751,5,20191017,양동이 페스티벌 2019
강원도 양구군 양구읍 함춘로 25-9,32,20191012,127.9844717471,38.1096345933,6499,6,20191010,양록제 2019
경상남도 양산시 배움터길 60-19,36,20190512,129.1434394447,35.3776384259,10565,10,20190511,양산 웅상 회야제 2019
경상남도 양산시 신기강변1길 11,36,20190414,129.0347052197,35.3510199504,21076,10,20190406,양산 유채꽃 향연 2019
경상남도 양산시 배움터길 60-19,36,20190428,129.1434394442,35.3776550906,33482,10,20190428,양산 천성산 철쭉제 2019
경상남도 양산시 원동면 배내로 431,36,20191103,128.9857612877,35.4869565434,10410,10,20191102,양산배내골사과축제 2019
경상남도 양산시 양산대로 849,36,20191013,129.0322167220,35.3447122789,30150,10,20191011,양산삽량문화축전 2019
경상남도 양산시 하북면 신평중앙길 24,36,20191020,129.0849080200,35.4927132947,1560,10,20191019,양산차문화축제 2019
강원도 양양군 양양읍 한고개길 10,32,20190622,128.6178567235,38.0807778795,11333,7,20190620,양양문화제 2019
강원도 양양군 양양읍 남문리 226-2,32,20190929,128.6242869334,38.0731566683,91198,7,20190926,양양송이축제 2019
강원도 양양군 양양읍 남문리 226-2번지,32,20191027,128.6242869334,38.0731566683,77508,7,20191024,양양연어축제 2019
서울특별시 서초구 양재동 양재천 영동1교~영동2교 구간,1,20190407,127.0369572323,37.4730133801,6491,15,20190405,양재천 벚꽃 등(燈) 축제 2019
서울특별시 서초구 강남대로 27 화훼공판장,1,20191027,127.0390127336,37.4683111849,0,15,20191023,양재플라워페스타 2019
경기도 양주시 부흥로1399번길 47,31,20190518,127.0308377650,37.7861018629,10257,18,20190518,양주 김삿갓 전국문학대회 2019
경기도 양주시 장흥면 권율로 594,31,20200209,126.9684887063,37.7581595486,35016,18,20191227,양주 눈꽃축제 2020
경기도 양주시 장흥면 권율로 594,31,20190825,126.9685331447,37.7582289857,0,18,20190726,양주 유수풀 2019
경기도 양주시 광사로 131-66,31,20190922,127.0818108951,37.7857889325,74117,18,20190921,양주 천만송이 천일홍 축제 2019
경기도 양주시 옥정동 987,31,20190427,127.1028740399,37.8412550747,5681,18,20190427,양주 회암사지 왕실축제 2019
경기도 양주시 평화로1435번길 56,31,20190623,127.0453132041,37.8214563387,1047,18,20190622,양주예술제 2019
충청남도 논산시 양촌면 이메길 25,34,20191215,127.2459197200,36.1299911374,23315,3,20191214,양촌곶감축제 2019
경기도 양평군 단월면 곱다니길 55-2,31,20190901,127.6573663730,37.5144948588,94324,19,20190601,양평 메기수염축제 2019
경기도 양평군 단월면 곱다니길 55-2,31,20191202,127.6573663730,37.5144948588,30134,19,20190902,양평 몽땅구이축제 2019
경기도 양평군 옥천면 옥천체육공원길 66,31,20190728,127.4560955751,37.5201405072,26347,19,20190726,양평물축제 2019
강원도 춘천시 남산면 남이섬길 1,32,20191027,127.5261480243,37.7901798790,0,13,20191005,어린이 목공체험; 뚝딱 우드랜드 2019
강원도 춘천시 우석로 102,32,20190505,127.7572803690,37.8638561555,18576,13,20190505,어린이날 기념 춘천시어린이대축제 '모.여.라! 우리들 세!상!' 2019
경상북도 경산시 남매로 100,35,20191027,128.7437981999,35.8211588090,9929,1,20191025,어린이디자인페스티벌 2019
경기도 남양주시 진접읍 해밀예당1로 96,31,20190505,127.1889585696,37.7198318873,8,9,20190505,어린이비전센터 두근두근 어린이 FESTA 2019
경기도 고양시 덕양구 어울림로 33 고양어울림누리 광장,31,20200131,126.8345456923,37.6496475589,0,2,20191216,어울림빛누리축제 2020
서울특별시 종로구 인왕산로 22,1,20190315,126.9657941363,37.5758973750,2865,23,20190315,어천절 대제전 2019
경기도 안산시 단원구 동산로 268,31,20191006,126.8139121978,37.3259570189,0,15,20191005,엄마랑함께하장 2019
경기도 용인시 처인구 포곡읍 에버랜드로 199,31,20191117,127.1994281916,37.2902124898,106787,23,20190830,에버랜드 블러드시티 2019
경기도 용인시 처인구 포곡읍 에버랜드로 199,31,20190825,127.2131685506,37.2924319247,72308,23,20190621,에버랜드 썸머워터펀 2019
경기도 용인시 처인구 포곡읍 에버랜드로 199,31,20190616,127.2040721101,37.2939343647,89534,23,20190517,에버랜드 장미 축제 2019
경기도 용인시 처인구 포곡읍 에버랜드로 199,31,20200101,127.2131685506,37.2924319247,74676,23,20191206,에버랜드 크리스마스판타지 2019
경기도 용인시 처인구 포곡읍 에버랜드로 199,31,20190428,127.2131685506,37.2924319247,285375,23,20190316,에버랜드 튤립축제 2019
강원도 춘천시 남산면 북한강변길 688,32,20190505,127.5766393945,37.8329008430,9,13,20190505,엘리시안 강촌 어린이날 페스티벌 2019
서울특별시 마포구 하늘공원로 108-1,1,20190504,126.8785133923,37.5693049125,2006,13,20190504,여성마라톤대회 2019
전라남도 여수시 중앙동,38,20190505,127.7450785187,34.7390237873,55347,13,20190503,여수 거북선축제 2019
전라남도 여수시 소라면 서부로 785-24,38,20190929,127.5680371592,34.7901899956,39583,13,20190928,여수 여자만 갯벌노을축제 2019
전라남도 여수시 돌산읍 향일암로 70-4,38,20200101,127.8043881215,34.5942687844,36676,13,20191231,여수 향일암일출제 2020
전남 여수시 중앙동 385-6 이순신광장,38,20190921,127.7362681799,34.7389319783,0,13,20190920,여수마칭페스티벌 2019
전라남도 여수시 시청로 1,38,20191026,127.6623324345,34.7604616211,0,13,20191026,여수밤바다 불꽃축제 2019
서울특별시 중구 장충단로 59,1,20190714,126.9992473208,37.5519729781,4315,24,20190710,여우樂 페스티벌 2019
경기도 여주시 흥천면 귀백리 38-8번지 일원,31,20190414,127.5583690338,37.3480678646,3652,20,20190412,여주 흥천남한강벚꽃축제 2019
경기도 여주시 금사면 이여로 1278,31,20190602,127.5322257741,37.3892376216,32363,20,20190531,여주금사참외축제 2019
서울특별시 강남구 영동대로 513,1,20191020,127.0594429796,37.5117148467,0,1,20191018,여행페스타 2019
서울특별시 종로구 대학로 144,1,20191231,127.0020350484,37.5839831970,59407,23,20190317,연극 라이어 (대학로)
서울특별시 종로구 대학로 128,1,20191231,127.0021350751,37.5827166790,8865,23,20190101,연극 수상한 흥신소
서울특별시 종로구 이화장길 72,1,20191231,127.0046294120,37.5784894370,35040,23,20190101,연극 죽여주는 이야기
경기도 연천군 왕징면 북삼로20번길 55,31,20191020,127.0048952851,38.0887632942,57626,21,20190815,연천 허브빌리지 안젤로니아 페스티벌 2019
서울특별시 마포구 대흥로20길 28,1,20190928,126.9455494932,37.5499500274,0,13,20190928,염리동 소금 축제 '염리동 愛(애) 소금꽃 피다!' 2019
전라남도 영광군 불갑면 불갑사로 450,38,20190924,126.5506415778,35.2001904683,179207,16,20190918,"영광 불갑산상사화축제 '상사화, 천년사랑을 품다.' 2019"
전남 영광군 군남면 포천리 112-5,38,20190504,126.4545850112,35.2488333646,22847,16,20190503,영광 찰보리문화축제 2019
울산광역시 울주군 상북면 알프스온천5길 103-8,7,20191027,129.0676299774,35.5563585902,11,5,20191026,영남알프스 전국 산악대회 2019
부산광역시 부산진구 국악로 2,6,20191026,129.0542528980,35.1714404510,1597,7,20190925,영남춤축제 2019
경상북도 영덕군 강구면 해상공원길 120-7,35,20200101,129.3838738748,36.3518746522,27520,12,20191231,영덕 해맞이 '경북대종 타종식' 2020
충청북도 영동군 영동읍 영동황간로 122,33,20190901,127.7819599172,36.1640162222,84410,4,20190829,영동 포도축제 2019
충청북도 영동군 영동읍 중앙로 11,33,20191006,127.7729881364,36.1770756832,43425,4,20191004,영동난계국악축제 2019
서울특별시 강남구 영동대로 513,1,20200101,127.0594429796,37.5117148467,0,1,20191231,영동대로Countdown 2020
서울특별시 영등포구 신길로 275,1,20190601,126.9121007163,37.5161700211,9400,20,20190601,영등포 단오축제 2019
서울특별시 영등포구 신길로 275,1,20190505,126.9100036064,37.5189724358,11,20,20190504,영등포 어린이축제 2019
서울특별시 영등포구 여의서로,1,20190411,126.9141334174,37.5320321034,746805,20,20190405,영등포 여의도봄꽃축제 2019
광주광역시 서구 서창둑길 377,5,20191013,126.8287823667,35.1384854339,2151,5,20191011,영산강 서창들녘 억새축제 2019
전라남도 나주시 삼영동 117-6,38,20190409,126.7046939541,35.0015821384,12059,6,20190405,영산강 유채꽃 대향연 2019
광주광역시 남구 승촌보길 90,5,20191031,126.7611512602,35.0660063695,0,2,20191001,영산강문화제-누정 2019
전라남도 나주시 삼영동,38,20190414,126.7015745832,35.0097756071,31593,6,20190412,영산포 홍어축제 2019
경상북도 영양군 영양읍 군청길 37,35,20190505,129.1100998134,36.6696471169,38496,13,20190502,영양 산나물축제 2019
서울특별시 중구 세종대로 110,1,20190829,126.9780488655,37.5656210115,29148,24,20190827,영양고추 H.O.T 페스티벌 2019
강원도 영월군 김삿갓면 와석리 897-2,32,20190929,128.6021939496,37.0826734728,27799,8,20190927,영월 김삿갓 문화제 2019
강원도 영월군 영월읍 하송리,32,20190810,128.4694252109,37.1792348549,83807,8,20190808,영월 동강뗏목축제 2019
강원도 영월군 중동면 유전길 183,32,20190831,128.6821511460,37.1606910285,6348,8,20190831,영월 삼굿축제 2019
경상북도 포항시 남구 동해면 도구리 729-17,35,20190728,129.4418792807,35.9918082139,6592,23,20190726,영일만 검은 돌장어 축제 2019
경상북도 영주시 영주동,35,20191030,128.6142115010,36.8269863631,3349,14,20191025,영주 국화 야생화 전시회 2019
경상북도 영천시 화북면 별빛로 681-32,35,20190616,128.9964752607,36.1402690623,31956,15,20190614,영천 보현산 별빛축제 2019
경상북도 영천시 화룡동 128번지,35,20190929,128.9214198176,35.9783971048,20340,15,20190927,영천 한약축제 2019
경상북도 영천시 천문로 622-13(오미동) 영천시농업기술센터,35,20190929,128.9259829487,35.9909624342,584,15,20190928,영천와인페스타 2019
전라남도 여수시 월내동 547,38,20190331,127.7188837032,34.8435255118,152114,13,20190329,영취산 진달래축제 2019
서울특별시 성동구 왕십리로 63,1,20190615,127.0435657431,37.5436108568,2223,16,20190615,영크리에이터 마켓 '6월 마주치장' 2019
"서울특별시 성동구 왕십리로 63, 언더스탠드에비뉴",1,20191019,127.0435962960,37.5436136344,0,16,20191019,영크리에이터스 마켓 <10월 마주치장> 2019
충청남도 예산군 예산읍 아리랑로 185-14,34,20191102,126.8492431922,36.6854649652,0,11,20191027,예당국제공연예술제 2019
충청남도 예산군 광시면 예당남로 41-60,34,20190406,126.7972310153,36.5894223275,5055,11,20190406,예당전국낚시축제 2019
제주특별자치도 서귀포시 예래해안로 253,39,20190728,126.3885768862,33.2367128455,9607,3,20190727,예래생태체험축제 2019
충청남도 예산군 예산읍 천변로 160,34,20191024,126.8479185639,36.6761049083,2309,11,20191018,예산장터삼국축제 2019
경북 예천군 호명면 도청신도시 내 메가박스 및 야외 특설무대,35,20191019,128.4931129092,36.5752351070,0,16,20191018,예천국제스마트폰영화제 2019
경상남도 합천군 대양면 동부로 39-13,36,20190901,128.1645146724,35.5599583078,125050,21,20190628,옐로우리버비치 시즌5 2019
대구광역시 중구 서성로 6-1,4,20191026,128.5878634206,35.8671840532,7693,8,20190511,옛 골목은 살아있다 - 대구 '빼앗긴 들에도 봄은 오는가' 2019
경상북도 문경시 문경읍 새재로 932,35,20190817,128.0769835905,36.7615977206,16593,7,20190817,오감만족 문경새재맨발페스티벌 2019
강원도 평창군 진부면 오대산로 374-8,32,20191013,128.5925086732,37.7311846077,11419,15,20191011,오대산 문화축제 2019
부산광역시 남구 대연동 677번지,6,20191020,129.1004834883,35.1247354234,21052,4,20191019,오륙도 평화축제 2019
경기도 가평군 상면 수목원로 432,31,20200322,127.3525845994,37.7448402954,575986,1,20191206,오색별빛정원전 2020
충청북도 청주시 흥덕구 오송읍 오송가락로 123,33,20191026,127.3249965178,36.6233638351,11068,10,20191022,오송화장품뷰티산업 엑스포 2019
경상남도 양산시 물금읍 증산역로 155,36,20190713,129.0071254306,35.3097101884,0,10,20190712,오아시스 맥주축제 2019
충청북도 보은군 회인면 회인로5길 12,33,20191018,127.5964257646,36.4933419329,17843,3,20191017,오장환 문학제 2019
경상북도 포항시 남구 구룡포읍 호미로426번길 6,35,20190728,129.5660404789,35.9968489123,28309,23,20190726,오징어맨손잡기체험 및 구룡포 해변축제 2019
강원도 원주시 지정면 오크밸리2길 58,32,20190602,127.8089446436,37.4078516721,18649,9,20190531,오크밸리 캠핑페스티벌 2019
강원도 원주시 지정면 오크밸리1길 66,32,20201231,127.8177986180,37.4346459591,89,9,20181224,오크밸리 3D 라이팅쇼 '소나타오브라이트' 시즌 2 2020
서울특별시 종로구 대학로10길 24,1,20191231,127.0035183141,37.5815918348,48826,23,20190101,옥탑방고양이
서울특별시 송파구 올림픽로 424,1,20191231,127.1224425827,37.5194456386,33360,18,20190101,올림픽공원 9경 스탬프투어
강원도 춘천시 우석로 100,32,20190525,127.7550250720,37.8620674330,1422,13,20190525,옹기종기 그림책 속 장난감마을 2019
경상북도 상주시 도남2길 137,35,20190421,128.2554099702,36.4456010557,66,9,20181127,와일드라이프 스토리(Wildlife Story) 2019
전라북도 완주군 구이면 원기리 1068-7,37,20190526,127.1049900037,35.7310618993,20,8,20190525,완주 프러포즈축제 2019
충청남도 당진시 석문면 왜목길,34,20200101,126.5268821269,37.0438124401,44987,4,20191231,왜목마을 해넘이 해돋이 축제 2020
충청남도 아산시 송악면 외암민속길 42-7,34,20191020,127.0179573352,36.7299516971,25260,9,20191019,외암민속마을 짚풀문화제 2019
서울특별시 중랑구 용마산로 250-12 용마폭포공원 일대,1,20191013,127.0891579669,37.5733998835,0,25,20191012,용마폭포 문화예술축제 2019
제주도 제주시 용담2동,39,20190601,126.5143319308,33.5149174139,18497,4,20190601,용연선상음악회 2019
경기도 용인시 처인구 포곡읍 에버랜드로562번길 38,31,20190407,127.1916898843,37.2944674134,91912,23,20190405,용인에버 벚꽃축제 2019
충청북도 충주시 예성로 266,33,20190929,127.9366009959,36.9817420706,31932,11,20190926,우륵문화제 2019
서울 중구 태평로2가 17-3 서울광장,1,20190919,126.9777155697,37.5653988094,0,24,20190918,우리여행GOGO페스티벌 2019
대전광역시 동구 충정로 53,3,20191027,127.4584420365,36.3497420088,7196,2,20191026,우암문화제 2019
경기도 고양시 일산동구 장항동 845,31,20190602,126.8704933173,37.5190078377,6292,2,20190601,우유의 날&국내산 치즈 페스티벌 2019
경상남도 창녕군 유어면 우포늪길 220,36,20191109,128.4184566432,35.5445840791,18489,15,20191109,우포늪 생명길 걷기대회 2019
경상북도 울릉군 울릉읍 저동리 48-11,35,20190807,130.9079787879,37.4972441380,36582,17,20190805,울릉도 오징어축제 2019
울산광역시 울주군 서생면 간절곶1길 39-2,7,20200101,129.3605738299,35.3589668021,40883,5,20191231,울산 간절곶 해맞이 2020
울산광역시 남구 장생포고래로288번길 20,7,20190609,129.3866285730,35.5049453522,108166,2,20190607,울산 고래축제 2019
울산광역시 중구 학성로 97,7,20190609,129.3215633773,35.5554995557,39621,1,20190607,울산 마두희축제 2019
울산광역시 중구 성남동 337 태화강 체육공원,7,20190817,129.3181859580,35.5532469677,41856,1,20190817,울산 워터버블페스티벌 2019
울산광역시 중구 종가로 405,7,20190528,129.3192937053,35.5705894828,16,1,20190528,울산 중구문화의전당 '씨네 스테이지 - 사랑의 묘약' 2019
울산광역시 중구 태화로 300,7,20190518,129.3076757594,35.5533995305,6857,1,20190419,울산 태화루 누각 상설공연 2019
울산광역시 남구 옥동 363-1,7,20191027,129.2828564401,35.5272131192,2453,2,20191026,울산 평생학습 박람회 2019
울산광역시 남구 남산로 385,7,20191012,129.3064148443,35.5503554041,10855,2,20191010,울산119안전문화축제 2019
울산광역시 북구 산업로 1010,7,20191124,129.3612369255,35.5826944674,20574,4,20191026,울산국화전시회 2019
울산광역시 남구 대공원로 94,7,20200127,129.2940414740,35.5308045918,12602,2,20191220,울산대공원 빛 축제 2020
울산광역시 남구 남부순환도로 377,7,20190526,129.2838230009,35.5279769403,217188,2,20190522,울산대공원 장미축제 2019
울산광역시 울주군 범서읍 장검길 10,7,20191013,129.2540136599,35.5575563877,23789,5,20191011,울산배축제 2019
울산광역시 동구 해수욕장10길,7,20190721,129.4300445069,35.4953000321,69012,3,20190719,울산조선해양축제 2019
울산광역시 중구 내오산로 67,7,20190817,129.2830667988,35.5533046338,7129,1,20190814,울산태화강대숲납량축제 2019
울산광역시 중구 내오산로 67,7,20190922,129.2830862409,35.5533268539,0,1,20190920,울산프롬나드페스티벌 2019
울산광역시 울주군 상북면 알프스온천5길 103-8,7,20190910,129.0676299774,35.5563585902,580,5,20190906,울주세계산악영화제 (UMFF : Ulju Mountain Film Festival) 2019
경상북도 울진군 울진읍 연호로 47,35,20191007,129.4065471052,36.9946740548,46533,18,20191005,울진금강송 송이축제 2019
경기도 용인시 처인구 포곡읍 에버랜드로 199,31,20190609,127.1991891570,37.2961479097,8591,23,20190607,울트라 코리아 2019
충청남도 공주시 웅진로 280,34,20191110,127.1236550047,36.4651867499,8811,1,20190504,웅진성수문병 근무교대식 2019
서울특별시 마포구 한강난지로 162,1,20190804,126.8854129455,37.5628196780,11366,13,20190803,워터피크닉 2019
서울특별시 서대문구 신촌역로 22-5,1,20190427,126.9409440249,37.5616985803,37,14,20190427,원더풀 페스티벌(ONETHEFULL FESTIVAL) 2019
경기도 고양시 일산서구 한류월드로 300,31,20190915,126.7545386910,37.6646082788,0,2,20190906,원마운트 슈퍼문 페스티벌 2019
경기도 고양시 일산서구 한류월드로 300,31,20190825,126.7545386910,37.6646082788,0,2,20190707,원마운트 썸머뮤직 페스티벌 2019
경기도 고양시 일산서구 한류월드로 300,31,20191031,126.7545386910,37.6646082788,0,2,20191003,원마운트 할로윈 페스티벌 2019
경기도 부천시 소사로 482,31,20190407,126.7979448268,37.5029084162,89520,11,20190406,원미산 진달래축제 2019
강원도 원주시 서원대로 311,32,20190505,127.9436678779,37.3368207149,32559,9,20190505,원주 어린이날 큰잔치 '평화야 놀자' 2019
강원도 원주시 판부면 서곡리 1632-2,32,20190609,127.9382587109,37.2868069456,16,9,20190525,원주 용수골꽃양귀비축제 2019
강원도 원주시 단계동,32,20190602,127.9308354259,37.3462999374,27839,9,20190531,원주 장미축제 2019
강원도 원주시 단구로 170,32,20190526,127.9461148905,37.3364513586,20706,9,20190525,원주 청소년축제 2019
강원도 원주시 단구로 170,32,20191012,127.9462232129,37.3364846901,6154,9,20191012,원주과학축전 2019
강원도 원주시 서원대로 311,32,20191013,127.9442344714,37.3375845261,0,9,20191012,원주치악국제걷기축제 2019
강원도 원주시 한지공원길 151,32,20190506,127.9353798084,37.3343736211,37989,9,20190502,원주한지문화제 2019
경기도 김포시 월곶면 애기봉로7번길,31,20191221,126.5547388642,37.7158904250,0,8,20191221,월곶 저잣거리 역사문화 축제 2019
전라남도 영암군 영암읍 기찬랜드로 19-3,38,20191110,126.6869256690,34.7915971636,16752,17,20191026,월출산 국화축제 2019
